Argus v4 evolution (K-fold + slippage) — run v4, budget 10 min, seed 42

Data: 3951 bars, 71 curated events
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Indicators + event-state precomputed

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

K-fold: 4 folds within train slice
  Fold 0: 2010-08-18 → 2017-08-27 (650 bars)
  Fold 1: 2017-08-28 → 2019-06-08 (650 bars)
  Fold 2: 2019-06-09 → 2021-03-19 (650 bars)
  Fold 3: 2021-03-20 → 2022-12-31 (652 bars)

Gen    1 | fit   4.200 | fold Calmar 10.84/ 0.66/ 5.40/-0.10 | fold DD 35/25/20/24%
Gen 8951 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8956 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8961 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8966 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8971 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8976 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8981 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8986 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8991 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 8996 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9001 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9006 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9011 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9016 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9021 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9026 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9031 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9036 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9041 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9046 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9051 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9056 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9061 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9066 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9071 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9076 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9081 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9086 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9091 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9096 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9101 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9106 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9111 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9116 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9121 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9126 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9131 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9136 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9141 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9146 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9151 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9156 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9161 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9166 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9171 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9176 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9181 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9186 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9191 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9196 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9201 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9206 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9211 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9216 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9221 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9226 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9231 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9236 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9241 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9246 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9251 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9256 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9261 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9266 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9271 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9276 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9281 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9286 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9291 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9296 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9301 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9306 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9311 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9316 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9321 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9326 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9331 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9336 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9341 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9346 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9351 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9356 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9361 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9366 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9371 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9376 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9381 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9386 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9391 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9396 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9401 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9406 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9411 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9416 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9421 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9426 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9431 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9436 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9441 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9446 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9451 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9456 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9461 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9466 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9471 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9476 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9481 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9486 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9491 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9496 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9501 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9506 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9511 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9516 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9521 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9526 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9531 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9536 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9541 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9546 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9551 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9556 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9561 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9566 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9571 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9576 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9581 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9586 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9591 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9596 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9601 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9606 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9611 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9616 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9621 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9626 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9631 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9636 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9641 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9646 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9651 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9656 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9661 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9666 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9671 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9676 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9681 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9686 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9691 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9696 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9701 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9706 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9711 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9716 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9721 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9726 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9731 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9736 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9741 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9746 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9751 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9756 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9761 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9766 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9771 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9776 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9781 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9786 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9791 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9796 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9801 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9806 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9811 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9816 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9821 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9826 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9831 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9836 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9841 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9846 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9851 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9856 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9861 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9866 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9871 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9876 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9881 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9886 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9891 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9896 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9901 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9906 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9911 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9916 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9921 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9926 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9931 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9936 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9941 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9946 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9951 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9956 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9961 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9966 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9971 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9976 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9981 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9986 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9991 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 9996 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10001 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10006 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10011 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10016 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10021 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10026 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10031 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10036 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10041 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10046 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10051 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10056 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10061 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10066 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10071 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10076 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 10081 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
